0,33.587786259542
90112,33.587786259542
315392,108.481262327416
532480,104.536489151874
747520,103.550295857988
974848,109.467455621302
1183744,100.591715976331
1404928,106.508875739645
1626112,106.508875739645
1828864,97.6331360946746
2013184,88.7573964497041
2217984,98.6193293885602
2435072,104.536489151874
2652160,104.536489151874
2797568,70.0197238658777
2826240,12.6353790613718
2920448,42.1245421245421
2979840,24.1465445462115
3043328,30.5719921104537
3262464,105.522682445759
3475456,102.564102564103
3702784,109.467455621302
3913728,101.577909270217
4136960,107.495069033531
4356096,105.522682445759
4567040,101.577909270217
4792320,108.481262327416
5003264,101.577909270217
5224448,106.508875739645
5443584,105.522682445759
5656576,102.564102564103
5881856,108.481262327416
6094848,102.564102564103
6313984,105.522682445759
6535168,106.508875739645
6746112,101.577909270217
6975488,110.453648915187
7186432,101.577909270217
7407616,106.508875739645
7628800,106.508875739645
7837696,100.591715976331
8065024,109.467455621302
8280064,103.550295857988
8499200,105.522682445759
8716288,104.536489151874
8929280,102.564102564103
9158656,110.453648915187
9373696,103.550295857988
9592832,105.522682445759
9811968,105.522682445759
10024960,102.564102564103
10252288,109.467455621302
10467328,103.550295857988
10686464,105.522682445759
10897408,101.577909270217
11108352,101.577909270217
11335680,109.467455621302
11552768,104.536489151874
11771904,105.522682445759
11993088,106.508875739645
12204032,101.577909270217
12417024,102.564102564103
12632064,103.550295857988
12781568,63.2034632034632
12814336,15.5490767735666
12986368,82.8402366863905
13203456,104.536489151874
13424640,106.508875739645
13647872,107.495069033531
13852672,98.6193293885602
14077952,108.481262327416
14290944,102.564102564103
14512128,106.508875739645
14737408,108.481262327416
14950400,102.564102564103
15177728,109.467455621302
15276032,47.3372781065089
15484928,100.591715976331
15710208,108.481262327416
15929344,105.522682445759
16144384,103.550295857988
16365568,106.508875739645
16574464,100.591715976331
16793600,105.522682445759
17000448,99.6055226824458
17209344,100.591715976331
17434624,108.481262327416
17649664,103.550295857988
17868800,105.522682445759
18085888,104.536489151874
18298880,102.564102564103
18518016,105.522682445759
18733056,103.550295857988
18954240,106.508875739645
19171328,104.536489151874
19378176,99.6055226824458
19587072,100.591715976331
19795968,100.591715976331
20013056,104.536489151874
20234240,106.508875739645
20445184,101.577909270217
20652032,99.6055226824458
20865024,102.564102564103
21078016,102.564102564103
21297152,105.522682445759
21508096,101.577909270217
21727232,105.522682445759
21946368,105.522682445759
22161408,103.550295857988
22388736,109.467455621302
22595584,99.6055226824458
22810624,103.550295857988
23027712,104.536489151874
23234560,99.6055226824458
23457792,107.495069033531
23668736,101.577909270217
23887872,105.522682445759
24107008,105.522682445759
24307712,96.6469428007889
24528896,106.4039408867
24741888,102.564102564103
24961024,105.522682445759
25182208,106.508875739645
25391104,100.591715976331
25614336,107.495069033531
25819136,98.6193293885602
26034176,103.550295857988
26241024,99.6055226824458
26441728,96.6469428007889
26648576,99.6055226824458
26865664,104.536489151874
27080704,103.550295857988
27305984,108.481262327416
27516928,101.577909270217
27738112,106.508875739645
27955200,104.536489151874
